DEPARTAMENTO,calendar_start_date,calendar_end_date,Year,dengue_total,Temperature,Rain
MASAYA,2016-04-03,2016-04-09,2016,76,28.714285714285715,0
MATAGALPA,2016-04-03,2016-04-09,2016,69,25.585714285714285,0.1
NUEVA SEGOVIA,2016-04-03,2016-04-09,2016,132,26.785714285714285,0.3
REGION AUTONOMA DEL ATLANTICO SUR,2016-04-03,2016-04-09,2016,19,26.542857142857144,11
RIO SAN JUAN,2016-04-03,2016-04-09,2016,10,27.571428571428573,11.5
RIVAS,2016-04-03,2016-04-09,2016,96,28.414285714285715,2
ZELAYA CENTRAL,2016-04-03,2016-04-09,2016,12,26.114285714285714,16
BILWI,2016-04-10,2016-04-16,2016,7,27.114285714285714,6.6000000000000005
BOACO,2016-04-10,2016-04-16,2016,69,27,0.1
CARAZO,2016-04-10,2016-04-16,2016,13,26.885714285714286,0
CHINANDEGA,2016-04-10,2016-04-16,2016,21,30.314285714285713,1.4
CHONTALES,2016-04-10,2016-04-16,2016,35,28.314285714285713,0.5
ESTELI,2016-04-10,2016-04-16,2016,147,26.242857142857144,0.4
GRANADA,2016-04-10,2016-04-16,2016,32,28.728571428571428,0
JINOTEGA,2016-04-10,2016-04-16,2016,83,23.5,0.1
LEON,2016-04-10,2016-04-16,2016,35,29.942857142857143,1.5
MADRIZ,2016-04-10,2016-04-16,2016,89,26.585714285714285,0.2
MANAGUA,2016-04-10,2016-04-16,2016,187,30.571428571428573,0
MASAYA,2016-04-10,2016-04-16,2016,89,28.357142857142858,0
MATAGALPA,2016-04-10,2016-04-16,2016,78,25.37142857142857,0.1
NUEVA SEGOVIA,2016-04-10,2016-04-16,2016,185,27.057142857142857,1
REGION AUTONOMA DEL ATLANTICO SUR,2016-04-10,2016-04-16,2016,23,26.685714285714287,10.6
RIO SAN JUAN,2016-04-10,2016-04-16,2016,23,27.5,4.6
RIVAS,2016-04-10,2016-04-16,2016,79,28.314285714285713,4.7
ZELAYA CENTRAL,2016-04-10,2016-04-16,2016,21,26.02857142857143,13.5
BILWI,2016-04-17,2016-04-23,2016,13,27.271428571428572,16.4
BOACO,2016-04-17,2016-04-23,2016,82,27.97142857142857,0.4
CARAZO,2016-04-17,2016-04-23,2016,15,27.65714285714286,0.3
CHINANDEGA,2016-04-17,2016-04-23,2016,46,30.285714285714285,6.3
CHONTALES,2016-04-17,2016-04-23,2016,68,28.942857142857143,1.7000000000000002
ESTELI,2016-04-17,2016-04-23,2016,97,27.32857142857143,1.9
GRANADA,2016-04-17,2016-04-23,2016,40,29.385714285714286,1.1
JINOTEGA,2016-04-17,2016-04-23,2016,58,24.6,3.2
LEON,2016-04-17,2016-04-23,2016,34,29.5,8.1
MADRIZ,2016-04-17,2016-04-23,2016,70,27.385714285714286,3.0999999999999996
MANAGUA,2016-04-17,2016-04-23,2016,170,31.52857142857143,0.2
MASAYA,2016-04-17,2016-04-23,2016,73,29.15714285714286,1.1
MATAGALPA,2016-04-17,2016-04-23,2016,103,26.47142857142857,3.2
NUEVA SEGOVIA,2016-04-17,2016-04-23,2016,215,27.957142857142856,2.1
REGION AUTONOMA DEL ATLANTICO SUR,2016-04-17,2016-04-23,2016,37,27.15714285714286,13.9
RIO SAN JUAN,2016-04-17,2016-04-23,2016,13,28.114285714285714,5.7
RIVAS,2016-04-17,2016-04-23,2016,59,28.84285714285714,3.5
ZELAYA CENTRAL,2016-04-17,2016-04-23,2016,17,26.757142857142856,11.9
BILWI,2016-04-24,2016-04-30,2016,9,27.6,20.900000000000002
BOACO,2016-04-24,2016-04-30,2016,76,27.228571428571428,36
CARAZO,2016-04-24,2016-04-30,2016,24,25.914285714285715,50.7
CHINANDEGA,2016-04-24,2016-04-30,2016,24,28.04285714285714,91.7
CHONTALES,2016-04-24,2016-04-30,2016,63,28.02857142857143,27.4
ESTELI,2016-04-24,2016-04-30,2016,77,24.914285714285715,56.699999999999996
GRANADA,2016-04-24,2016-04-30,2016,25,28.271428571428572,40.3
JINOTEGA,2016-04-24,2016-04-30,2016,45,23.65714285714286,46.7
LEON,2016-04-24,2016-04-30,2016,23,27.385714285714286,106.5
MADRIZ,2016-04-24,2016-04-30,2016,45,25.728571428571428,22.8
MANAGUA,2016-04-24,2016-04-30,2016,133,29.07142857142857,36
MASAYA,2016-04-24,2016-04-30,2016,63,27.571428571428573,40.3
MATAGALPA,2016-04-24,2016-04-30,2016,64,25.65714285714286,46.7
NUEVA SEGOVIA,2016-04-24,2016-04-30,2016,181,26.82857142857143,25.099999999999998
REGION AUTONOMA DEL ATLANTICO SUR,2016-04-24,2016-04-30,2016,20,27.12857142857143,36.7
RIO SAN JUAN,2016-04-24,2016-04-30,2016,17,27.15714285714286,42.1
RIVAS,2016-04-24,2016-04-30,2016,14,27.914285714285715,37.4
ZELAYA CENTRAL,2016-04-24,2016-04-30,2016,16,26.685714285714287,27.400000000000002
BILWI,2016-05-01,2016-05-07,2016,29,27.885714285714286,8
BOACO,2016-05-01,2016-05-07,2016,81,26.542857142857144,57.1
CARAZO,2016-05-01,2016-05-07,2016,21,25.314285714285713,129.2
CHINANDEGA,2016-05-01,2016-05-07,2016,31,27.814285714285713,35.9
CHONTALES,2016-05-01,2016-05-07,2016,52,27.4,28.7
ESTELI,2016-05-01,2016-05-07,2016,73,24.457142857142856,47.1
GRANADA,2016-05-01,2016-05-07,2016,18,27.9,95.6
JINOTEGA,2016-05-01,2016-05-07,2016,96,23.428571428571427,47.4
LEON,2016-05-01,2016-05-07,2016,26,27.085714285714285,46.5
MADRIZ,2016-05-01,2016-05-07,2016,37,25.557142857142857,14.9
MANAGUA,2016-05-01,2016-05-07,2016,129,28.2,56.4
MASAYA,2016-05-01,2016-05-07,2016,49,27.042857142857144,95.6
MATAGALPA,2016-05-01,2016-05-07,2016,84,25.17142857142857,47.4
NUEVA SEGOVIA,2016-05-01,2016-05-07,2016,164,26.571428571428573,16.7
REGION AUTONOMA DEL ATLANTICO SUR,2016-05-01,2016-05-07,2016,22,27.542857142857144,27.6
RIO SAN JUAN,2016-05-01,2016-05-07,2016,22,27.4,32.199999999999996
RIVAS,2016-05-01,2016-05-07,2016,24,27.65714285714286,69.2
ZELAYA CENTRAL,2016-05-01,2016-05-07,2016,15,27.142857142857142,12.6
BILWI,2016-05-08,2016-05-14,2016,16,27.442857142857143,11.9
BOACO,2016-05-08,2016-05-14,2016,115,27.014285714285712,3.3000000000000003
CARAZO,2016-05-08,2016-05-14,2016,23,26.12857142857143,0.1
CHINANDEGA,2016-05-08,2016-05-14,2016,33,29.428571428571427,6.5
CHONTALES,2016-05-08,2016-05-14,2016,46,28.485714285714288,2.1
ESTELI,2016-05-08,2016-05-14,2016,143,25.34285714285714,2.4
GRANADA,2016-05-08,2016-05-14,2016,34,28.5,0.9
JINOTEGA,2016-05-08,2016-05-14,2016,159,23.257142857142856,4.6
LEON,2016-05-08,2016-05-14,2016,39,28.97142857142857,2.4
MADRIZ,2016-05-08,2016-05-14,2016,49,26.099999999999998,0.6000000000000001
MANAGUA,2016-05-08,2016-05-14,2016,168,29.428571428571427,0.3
MASAYA,2016-05-08,2016-05-14,2016,46,27.728571428571428,0.9
MATAGALPA,2016-05-08,2016-05-14,2016,76,25.085714285714285,4.6
NUEVA SEGOVIA,2016-05-08,2016-05-14,2016,165,27.085714285714285,0.7
REGION AUTONOMA DEL ATLANTICO SUR,2016-05-08,2016-05-14,2016,24,26.87142857142857,19
RIO SAN JUAN,2016-05-08,2016-05-14,2016,23,27.757142857142856,10.5
RIVAS,2016-05-08,2016-05-14,2016,39,28.15714285714286,5.1000000000000005
ZELAYA CENTRAL,2016-05-08,2016-05-14,2016,28,26.82857142857143,10.2
BILWI,2016-05-15,2016-05-21,2016,19,27.814285714285713,26.7
BOACO,2016-05-15,2016-05-21,2016,96,26.62857142857143,11.9
CARAZO,2016-05-15,2016-05-21,2016,43,26.214285714285715,10.9
CHINANDEGA,2016-05-15,2016-05-21,2016,46,29.685714285714287,30.6
CHONTALES,2016-05-15,2016-05-21,2016,84,28.1,11
ESTELI,2016-05-15,2016-05-21,2016,124,25.685714285714287,10.9
GRANADA,2016-05-15,2016-05-21,2016,39,28.442857142857143,21.4
JINOTEGA,2016-05-15,2016-05-21,2016,319,23.3,10.5
LEON,2016-05-15,2016-05-21,2016,40,29.357142857142858,20.4
MADRIZ,2016-05-15,2016-05-21,2016,48,25.52857142857143,14.2
MANAGUA,2016-05-15,2016-05-21,2016,206,29.54285714285714,9.7
MASAYA,2016-05-15,2016-05-21,2016,61,27.67142857142857,21.4
MATAGALPA,2016-05-15,2016-05-21,2016,77,25.214285714285715,10.5
NUEVA SEGOVIA,2016-05-15,2016-05-21,2016,182,26.142857142857142,19.2
REGION AUTONOMA DEL ATLANTICO SUR,2016-05-15,2016-05-21,2016,27,26.7,58.1
RIO SAN JUAN,2016-05-15,2016-05-21,2016,24,26.942857142857143,56.5
RIVAS,2016-05-15,2016-05-21,2016,105,27.97142857142857,24.4
ZELAYA CENTRAL,2016-05-15,2016-05-21,2016,40,26.02857142857143,39
BILWI,2016-05-22,2016-05-28,2016,17,27.714285714285715,25.1
BOACO,2016-05-22,2016-05-28,2016,68,27.34285714285714,28.1
CARAZO,2016-05-22,2016-05-28,2016,38,26.185714285714287,17.900000000000002
CHINANDEGA,2016-05-22,2016-05-28,2016,34,28.942857142857143,39.5
CHONTALES,2016-05-22,2016-05-28,2016,91,28.285714285714285,29.200000000000003
ESTELI,2016-05-22,2016-05-28,2016,142,26.142857142857142,26.099999999999998
GRANADA,2016-05-22,2016-05-28,2016,60,28.442857142857143,18.1
JINOTEGA,2016-05-22,2016-05-28,2016,537,24.17142857142857,27.1
LEON,2016-05-22,2016-05-28,2016,35,28.34285714285714,65
MADRIZ,2016-05-22,2016-05-28,2016,93,26.757142857142856,11.3
MANAGUA,2016-05-22,2016-05-28,2016,175,29.714285714285715,17.5
MASAYA,2016-05-22,2016-05-28,2016,59,27.771428571428572,18.1
MATAGALPA,2016-05-22,2016-05-28,2016,132,26.014285714285712,27.1
NUEVA SEGOVIA,2016-05-22,2016-05-28,2016,184,27.67142857142857,11.7
REGION AUTONOMA DEL ATLANTICO SUR,2016-05-22,2016-05-28,2016,15,26.957142857142856,43.8
RIO SAN JUAN,2016-05-22,2016-05-28,2016,21,27.085714285714285,38.8
RIVAS,2016-05-22,2016-05-28,2016,126,28.085714285714285,16
ZELAYA CENTRAL,2016-05-22,2016-05-28,2016,53,26.428571428571427,29
BILWI,2016-05-29,2016-06-04,2016,31,26.314285714285713,74.1
BOACO,2016-05-29,2016-06-04,2016,75,25.071428571428573,98.5
CARAZO,2016-05-29,2016-06-04,2016,31,24.2,89.6
CHINANDEGA,2016-05-29,2016-06-04,2016,29,27.042857142857144,135.1
CHONTALES,2016-05-29,2016-06-04,2016,77,26.285714285714285,95
ESTELI,2016-05-29,2016-06-04,2016,163,23.285714285714285,138.1
GRANADA,2016-05-29,2016-06-04,2016,64,26.8,89.60000000000001
JINOTEGA,2016-05-29,2016-06-04,2016,488,21.871428571428574,102.5
LEON,2016-05-29,2016-06-04,2016,63,26.45714285714286,155.1
MADRIZ,2016-05-29,2016-06-04,2016,69,23.928571428571427,91.4
MANAGUA,2016-05-29,2016-06-04,2016,180,27.15714285714286,93.9
MASAYA,2016-05-29,2016-06-04,2016,78,25.885714285714286,89.60000000000001
MATAGALPA,2016-05-29,2016-06-04,2016,284,23.585714285714285,102.5
NUEVA SEGOVIA,2016-05-29,2016-06-04,2016,149,24.614285714285714,85
REGION AUTONOMA DEL ATLANTICO SUR,2016-05-29,2016-06-04,2016,24,25.9,94.4
RIO SAN JUAN,2016-05-29,2016-06-04,2016,52,26.114285714285714,67.6
RIVAS,2016-05-29,2016-06-04,2016,74,26.8,102.2
ZELAYA CENTRAL,2016-05-29,2016-06-04,2016,27,25.12857142857143,67.60000000000001
BILWI,2016-06-05,2016-06-11,2016,45,27.12857142857143,75.1
BOACO,2016-06-05,2016-06-11,2016,156,24.985714285714288,74.1
CARAZO,2016-06-05,2016-06-11,2016,52,24.185714285714287,101.5
CHINANDEGA,2016-06-05,2016-06-11,2016,36,26.728571428571428,124.5
CHONTALES,2016-06-05,2016-06-11,2016,138,26.12857142857143,86.1
ESTELI,2016-06-05,2016-06-11,2016,168,23.114285714285714,133.3
GRANADA,2016-06-05,2016-06-11,2016,93,26.814285714285713,96.5
JINOTEGA,2016-06-05,2016-06-11,2016,511,21.942857142857143,67.9
LEON,2016-06-05,2016-06-11,2016,74,26.3,121.5
MADRIZ,2016-06-05,2016-06-11,2016,136,23.371428571428574,78
MANAGUA,2016-06-05,2016-06-11,2016,218,26.97142857142857,61.3
MASAYA,2016-06-05,2016-06-11,2016,77,25.82857142857143,96.5
MATAGALPA,2016-06-05,2016-06-11,2016,309,23.7,67.9
NUEVA SEGOVIA,2016-06-05,2016-06-11,2016,201,24.02857142857143,65.5
REGION AUTONOMA DEL ATLANTICO SUR,2016-06-05,2016-06-11,2016,37,26.728571428571428,60.1
RIO SAN JUAN,2016-06-05,2016-06-11,2016,64,26.571428571428573,61.9
RIVAS,2016-06-05,2016-06-11,2016,111,26.685714285714287,89.9
ZELAYA CENTRAL,2016-06-05,2016-06-11,2016,38,25.771428571428572,45.2
BILWI,2016-06-12,2016-06-18,2016,23,27.071428571428573,45.6
BOACO,2016-06-12,2016-06-18,2016,140,25.12857142857143,14.6
CARAZO,2016-06-12,2016-06-18,2016,55,24.571428571428573,16.6
CHINANDEGA,2016-06-12,2016-06-18,2016,63,27.57142857142857,42.8
CHONTALES,2016-06-12,2016-06-18,2016,167,26.385714285714286,22.8
ESTELI,2016-06-12,2016-06-18,2016,268,23.557142857142857,28.900000000000002
GRANADA,2016-06-12,2016-06-18,2016,99,27,31.6
JINOTEGA,2016-06-12,2016-06-18,2016,613,21.97142857142857,27.7
LEON,2016-06-12,2016-06-18,2016,106,27.285714285714285,27.6
MADRIZ,2016-06-12,2016-06-18,2016,118,23.84285714285714,28.3
MANAGUA,2016-06-12,2016-06-18,2016,258,27.571428571428573,19
MASAYA,2016-06-12,2016-06-18,2016,102,26.085714285714285,31.6
MATAGALPA,2016-06-12,2016-06-18,2016,544,23.814285714285713,27.7
NUEVA SEGOVIA,2016-06-12,2016-06-18,2016,222,24.32857142857143,30.9
REGION AUTONOMA DEL ATLANTICO SUR,2016-06-12,2016-06-18,2016,51,26.042857142857144,55
RIO SAN JUAN,2016-06-12,2016-06-18,2016,84,25.728571428571428,45.1
RIVAS,2016-06-12,2016-06-18,2016,135,26.742857142857144,30.5
ZELAYA CENTRAL,2016-06-12,2016-06-18,2016,55,24.985714285714288,38.9
BILWI,2016-06-19,2016-06-25,2016,42,26.32857142857143,85.10000000000001
BOACO,2016-06-19,2016-06-25,2016,135,24.914285714285715,17.8
CARAZO,2016-06-19,2016-06-25,2016,87,24.614285714285714,29.7
CHINANDEGA,2016-06-19,2016-06-25,2016,49,28.37142857142857,42.5
CHONTALES,2016-06-19,2016-06-25,2016,157,26.057142857142857,26.1
ESTELI,2016-06-19,2016-06-25,2016,241,23.65714285714286,31
GRANADA,2016-06-19,2016-06-25,2016,90,27.014285714285716,28.2
JINOTEGA,2016-06-19,2016-06-25,2016,519,21.7,25.2
LEON,2016-06-19,2016-06-25,2016,77,27.914285714285715,43.2
MADRIZ,2016-06-19,2016-06-25,2016,124,23.514285714285716,28.4
MANAGUA,2016-06-19,2016-06-25,2016,341,27.771428571428572,24.700000000000003
MASAYA,2016-06-19,2016-06-25,2016,148,26.17142857142857,28.2
MATAGALPA,2016-06-19,2016-06-25,2016,439,23.685714285714287,25.2
NUEVA SEGOVIA,2016-06-19,2016-06-25,2016,231,24,29.5
REGION AUTONOMA DEL ATLANTICO SUR,2016-06-19,2016-06-25,2016,74,25.614285714285714,100.60000000000001
RIO SAN JUAN,2016-06-19,2016-06-25,2016,133,25.52857142857143,77.7
RIVAS,2016-06-19,2016-06-25,2016,154,26.32857142857143,66.2
ZELAYA CENTRAL,2016-06-19,2016-06-25,2016,47,24.514285714285716,85
BILWI,2016-06-26,2016-07-02,2016,96,27,43.2
BOACO,2016-06-26,2016-07-02,2016,179,24.885714285714286,11
CARAZO,2016-06-26,2016-07-02,2016,76,24.92857142857143,5.7
CHINANDEGA,2016-06-26,2016-07-02,2016,91,29.014285714285712,8.4
CHONTALES,2016-06-26,2016-07-02,2016,188,25.928571428571427,22.4
ESTELI,2016-06-26,2016-07-02,2016,280,24.114285714285714,4
GRANADA,2016-06-26,2016-07-02,2016,129,27.085714285714285,15.3
JINOTEGA,2016-06-26,2016-07-02,2016,441,21.714285714285715,9.4
LEON,2016-06-26,2016-07-02,2016,78,28.557142857142857,9.9
MADRIZ,2016-06-26,2016-07-02,2016,110,23.62857142857143,6.1
MANAGUA,2016-06-26,2016-07-02,2016,443,28.12857142857143,4.9
MASAYA,2016-06-26,2016-07-02,2016,164,26.271428571428572,15.3
MATAGALPA,2016-06-26,2016-07-02,2016,611,23.728571428571428,9.4
NUEVA SEGOVIA,2016-06-26,2016-07-02,2016,204,24.114285714285714,9.6
REGION AUTONOMA DEL ATLANTICO SUR,2016-06-26,2016-07-02,2016,110,25.642857142857142,124.5
RIO SAN JUAN,2016-06-26,2016-07-02,2016,109,25.52857142857143,73.2
RIVAS,2016-06-26,2016-07-02,2016,164,26.42857142857143,34.3
ZELAYA CENTRAL,2016-06-26,2016-07-02,2016,124,24.65714285714286,103.2
BILWI,2016-07-03,2016-07-09,2016,75,26.82857142857143,60.6
BOACO,2016-07-03,2016-07-09,2016,196,24.785714285714285,15.5
CARAZO,2016-07-03,2016-07-09,2016,71,24.742857142857144,13.4
CHINANDEGA,2016-07-03,2016-07-09,2016,128,29.557142857142857,10
CHONTALES,2016-07-03,2016-07-09,2016,146,25.92857142857143,18.3
ESTELI,2016-07-03,2016-07-09,2016,487,24.17142857142857,7.1
GRANADA,2016-07-03,2016-07-09,2016,173,26.900000000000002,21.7
JINOTEGA,2016-07-03,2016-07-09,2016,353,21.65714285714286,17.2
LEON,2016-07-03,2016-07-09,2016,92,28.942857142857143,2.7
MADRIZ,2016-07-03,2016-07-09,2016,126,23.557142857142857,10.2
MANAGUA,2016-07-03,2016-07-09,2016,486,28.071428571428573,6
MASAYA,2016-07-03,2016-07-09,2016,127,26.114285714285714,21.7
MATAGALPA,2016-07-03,2016-07-09,2016,584,23.571428571428573,17.2
NUEVA SEGOVIA,2016-07-03,2016-07-09,2016,205,24.014285714285716,19.3
REGION AUTONOMA DEL ATLANTICO SUR,2016-07-03,2016-07-09,2016,125,25.62857142857143,99.9
RIO SAN JUAN,2016-07-03,2016-07-09,2016,141,25.65714285714286,56.9
RIVAS,2016-07-03,2016-07-09,2016,151,26.257142857142856,54.9
ZELAYA CENTRAL,2016-07-03,2016-07-09,2016,88,24.6,67.6
BILWI,2016-07-10,2016-07-16,2016,85,27.085714285714285,34.2
BOACO,2016-07-10,2016-07-16,2016,203,25.114285714285714,11.6
CARAZO,2016-07-10,2016-07-16,2016,58,24.65714285714286,25.200000000000003
CHINANDEGA,2016-07-10,2016-07-16,2016,139,29.5,13.4
CHONTALES,2016-07-10,2016-07-16,2016,169,26.214285714285715,17.6
ESTELI,2016-07-10,2016-07-16,2016,608,24.357142857142858,4.2
GRANADA,2016-07-10,2016-07-16,2016,322,26.9,23.9
JINOTEGA,2016-07-10,2016-07-16,2016,354,21.9,6.3
LEON,2016-07-10,2016-07-16,2016,131,29.142857142857142,6.5
MADRIZ,2016-07-10,2016-07-16,2016,126,24.17142857142857,4.2
MANAGUA,2016-07-10,2016-07-16,2016,572,28.12857142857143,7.3999999999999995
MASAYA,2016-07-10,2016-07-16,2016,137,26.17142857142857,23.9
MATAGALPA,2016-07-10,2016-07-16,2016,596,23.9,6.3
NUEVA SEGOVIA,2016-07-10,2016-07-16,2016,294,24.65714285714286,4.6
REGION AUTONOMA DEL ATLANTICO SUR,2016-07-10,2016-07-16,2016,128,25.7,65.1
RIO SAN JUAN,2016-07-10,2016-07-16,2016,189,25.585714285714285,50
RIVAS,2016-07-10,2016-07-16,2016,114,26.242857142857144,37.5
ZELAYA CENTRAL,2016-07-10,2016-07-16,2016,72,24.785714285714285,54.1
BILWI,2016-07-17,2016-07-23,2016,89,26.442857142857143,60.3
BOACO,2016-07-17,2016-07-23,2016,164,24.5,23.900000000000002
CARAZO,2016-07-17,2016-07-23,2016,61,24.15714285714286,35
CHINANDEGA,2016-07-17,2016-07-23,2016,158,28.442857142857143,20
CHONTALES,2016-07-17,2016-07-23,2016,133,25.57142857142857,24.599999999999998
ESTELI,2016-07-17,2016-07-23,2016,354,23.728571428571428,16.2
GRANADA,2016-07-17,2016-07-23,2016,261,26.457142857142856,24.1
JINOTEGA,2016-07-17,2016-07-23,2016,273,21.314285714285713,20.2
LEON,2016-07-17,2016-07-23,2016,150,27.914285714285715,27.900000000000002
MADRIZ,2016-07-17,2016-07-23,2016,95,23.542857142857144,23
MANAGUA,2016-07-17,2016-07-23,2016,636,27.65714285714286,7.7
MASAYA,2016-07-17,2016-07-23,2016,127,25.65714285714286,24.1
MATAGALPA,2016-07-17,2016-07-23,2016,441,23.3,20.2
NUEVA SEGOVIA,2016-07-17,2016-07-23,2016,431,24,41.6
REGION AUTONOMA DEL ATLANTICO SUR,2016-07-17,2016-07-23,2016,91,25.34285714285714,112.4
RIO SAN JUAN,2016-07-17,2016-07-23,2016,71,25.4,155.1
RIVAS,2016-07-17,2016-07-23,2016,120,26.02857142857143,54.1
ZELAYA CENTRAL,2016-07-17,2016-07-23,2016,65,24.34285714285714,69.8
BILWI,2016-07-24,2016-07-30,2016,50,27.042857142857144,23.1
BOACO,2016-07-24,2016-07-30,2016,217,25.242857142857144,7.7
CARAZO,2016-07-24,2016-07-30,2016,70,24.87142857142857,12.9
CHINANDEGA,2016-07-24,2016-07-30,2016,158,29.114285714285714,20.2
CHONTALES,2016-07-24,2016-07-30,2016,193,26.514285714285716,7.1
ESTELI,2016-07-24,2016-07-30,2016,466,24.5,5.5
GRANADA,2016-07-24,2016-07-30,2016,305,27.12857142857143,19.3
JINOTEGA,2016-07-24,2016-07-30,2016,290,21.97142857142857,6.1
LEON,2016-07-24,2016-07-30,2016,157,29.12857142857143,18.3
MADRIZ,2016-07-24,2016-07-30,2016,127,24.285714285714285,4
MANAGUA,2016-07-24,2016-07-30,2016,571,28.5,7.9
MASAYA,2016-07-24,2016-07-30,2016,140,26.442857142857143,19.3
MATAGALPA,2016-07-24,2016-07-30,2016,445,24.042857142857144,6.1
NUEVA SEGOVIA,2016-07-24,2016-07-30,2016,413,24.7,6.5
REGION AUTONOMA DEL ATLANTICO SUR,2016-07-24,2016-07-30,2016,95,26.04285714285714,47.3
RIO SAN JUAN,2016-07-24,2016-07-30,2016,63,25.728571428571428,36.4
RIVAS,2016-07-24,2016-07-30,2016,121,26.414285714285715,27.6
ZELAYA CENTRAL,2016-07-24,2016-07-30,2016,95,25.014285714285716,43.1
BILWI,2016-07-31,2016-08-06,2016,60,26.62857142857143,64.2
BOACO,2016-07-31,2016-08-06,2016,161,25.15714285714286,47.5
CARAZO,2016-07-31,2016-08-06,2016,49,24.442857142857143,42.1
CHINANDEGA,2016-07-31,2016-08-06,2016,182,27.771428571428572,66.4
CHONTALES,2016-07-31,2016-08-06,2016,134,26.257142857142856,40.5
ESTELI,2016-07-31,2016-08-06,2016,338,23.742857142857144,48.7
GRANADA,2016-07-31,2016-08-06,2016,213,26.914285714285715,40.5
JINOTEGA,2016-07-31,2016-08-06,2016,201,21.957142857142856,36.9
LEON,2016-07-31,2016-08-06,2016,117,27.114285714285714,68.10000000000001
MADRIZ,2016-07-31,2016-08-06,2016,106,23.900000000000002,37.9
MANAGUA,2016-07-31,2016-08-06,2016,529,27.6,39.5
MASAYA,2016-07-31,2016-08-06,2016,80,26.071428571428573,40.5
MATAGALPA,2016-07-31,2016-08-06,2016,444,23.87142857142857,36.9
NUEVA SEGOVIA,2016-07-31,2016-08-06,2016,378,24.428571428571427,39
REGION AUTONOMA DEL ATLANTICO SUR,2016-07-31,2016-08-06,2016,83,25.928571428571427,73.9
RIO SAN JUAN,2016-07-31,2016-08-06,2016,131,26.085714285714285,55.1
RIVAS,2016-07-31,2016-08-06,2016,74,26.485714285714284,37.3
ZELAYA CENTRAL,2016-07-31,2016-08-06,2016,97,24.97142857142857,68.9
BILWI,2016-08-07,2016-08-13,2016,46,27.257142857142856,29.9
BOACO,2016-08-07,2016-08-13,2016,117,25.285714285714285,31.5
CARAZO,2016-08-07,2016-08-13,2016,42,24.97142857142857,19.8
CHINANDEGA,2016-08-07,2016-08-13,2016,178,28.67142857142857,47.7
CHONTALES,2016-08-07,2016-08-13,2016,93,26.642857142857142,21.2
ESTELI,2016-08-07,2016-08-13,2016,299,24.585714285714285,27.599999999999998
GRANADA,2016-08-07,2016-08-13,2016,182,27.285714285714285,33.3
JINOTEGA,2016-08-07,2016-08-13,2016,163,22.428571428571427,18.5
LEON,2016-08-07,2016-08-13,2016,120,28.385714285714286,51.5
MADRIZ,2016-08-07,2016-08-13,2016,88,24.685714285714287,17
MANAGUA,2016-08-07,2016-08-13,2016,448,28.285714285714285,19.9
MASAYA,2016-08-07,2016-08-13,2016,84,26.514285714285712,33.3
MATAGALPA,2016-08-07,2016-08-13,2016,362,24.228571428571428,18.5
NUEVA SEGOVIA,2016-08-07,2016-08-13,2016,302,25.15714285714286,15.8
REGION AUTONOMA DEL ATLANTICO SUR,2016-08-07,2016-08-13,2016,52,26.257142857142856,62.2
RIO SAN JUAN,2016-08-07,2016-08-13,2016,146,26.057142857142857,44.7
RIVAS,2016-08-07,2016-08-13,2016,67,26.714285714285715,34.5
ZELAYA CENTRAL,2016-08-07,2016-08-13,2016,75,25.2,55.5
BILWI,2016-08-14,2016-08-20,2016,31,26.82857142857143,52.8
BOACO,2016-08-14,2016-08-20,2016,136,24.97142857142857,23.4
CARAZO,2016-08-14,2016-08-20,2016,42,24.614285714285714,13.3
CHINANDEGA,2016-08-14,2016-08-20,2016,189,28.54285714285714,28.700000000000003
CHONTALES,2016-08-14,2016-08-20,2016,80,26.32857142857143,20
ESTELI,2016-08-14,2016-08-20,2016,307,24.185714285714283,18.400000000000002
GRANADA,2016-08-14,2016-08-20,2016,144,27,22.2
JINOTEGA,2016-08-14,2016-08-20,2016,119,22.057142857142857,12.4
LEON,2016-08-14,2016-08-20,2016,119,28.271428571428572,32.800000000000004
MADRIZ,2016-08-14,2016-08-20,2016,77,24.07142857142857,8.7
MANAGUA,2016-08-14,2016-08-20,2016,485,27.785714285714285,14.8
MASAYA,2016-08-14,2016-08-20,2016,58,26.15714285714286,22.2
MATAGALPA,2016-08-14,2016-08-20,2016,346,23.928571428571427,12.4
NUEVA SEGOVIA,2016-08-14,2016-08-20,2016,208,24.614285714285714,13.5
REGION AUTONOMA DEL ATLANTICO SUR,2016-08-14,2016-08-20,2016,35,26.285714285714285,61.4
RIO SAN JUAN,2016-08-14,2016-08-20,2016,116,25.885714285714286,31.9
RIVAS,2016-08-14,2016-08-20,2016,60,26.52857142857143,52.1
ZELAYA CENTRAL,2016-08-14,2016-08-20,2016,72,25.185714285714287,54.5
BILWI,2016-08-21,2016-08-27,2016,22,26.957142857142856,26.6
BOACO,2016-08-21,2016-08-27,2016,176,25.257142857142856,23.1
CARAZO,2016-08-21,2016-08-27,2016,47,24.785714285714285,22.099999999999998
CHINANDEGA,2016-08-21,2016-08-27,2016,170,28.228571428571428,66
CHONTALES,2016-08-21,2016-08-27,2016,84,26.514285714285712,23.3
ESTELI,2016-08-21,2016-08-27,2016,284,24.15714285714286,33.5
GRANADA,2016-08-21,2016-08-27,2016,116,27.185714285714287,20
