DEPARTAMENTO,calendar_start_date,calendar_end_date,Year,dengue_total,Temperature,Rain
BILWI,2014-01-05,2014-01-11,2014,0,24.885714285714286,23.4
BOACO,2014-01-05,2014-01-11,2014,17,23.47142857142857,1.5
CARAZO,2014-01-05,2014-01-11,2014,15,23.928571428571427,0.5
CHINANDEGA,2014-01-05,2014-01-11,2014,29,28.2,0.4
CHONTALES,2014-01-05,2014-01-11,2014,43,24.95714285714286,2.4
ESTELI,2014-01-05,2014-01-11,2014,6,22.15714285714286,2.3
GRANADA,2014-01-05,2014-01-11,2014,7,26.057142857142857,2.3
JINOTEGA,2014-01-05,2014-01-11,2014,17,19.67142857142857,5.8
LEON,2014-01-05,2014-01-11,2014,27,27.82857142857143,1.8
MADRIZ,2014-01-05,2014-01-11,2014,1,21.428571428571427,1.8
MANAGUA,2014-01-05,2014-01-11,2014,180,27.385714285714286,0
MASAYA,2014-01-05,2014-01-11,2014,22,25.34285714285714,2.3
MATAGALPA,2014-01-05,2014-01-11,2014,7,21.928571428571427,5.8
NUEVA SEGOVIA,2014-01-05,2014-01-11,2014,11,21.8,3.4
REGION AUTONOMA DEL ATLANTICO SUR,2014-01-05,2014-01-11,2014,0,24.757142857142856,24.5
RIO SAN JUAN,2014-01-05,2014-01-11,2014,1,24.985714285714284,28.099999999999998
RIVAS,2014-01-05,2014-01-11,2014,1,25.642857142857142,9.299999999999999
ZELAYA CENTRAL,2014-01-05,2014-01-11,2014,7,23.62857142857143,22.6
BILWI,2014-01-12,2014-01-18,2014,0,24.3,11.1
BOACO,2014-01-12,2014-01-18,2014,8,23.17142857142857,1.5
CARAZO,2014-01-12,2014-01-18,2014,6,23.8,0
CHINANDEGA,2014-01-12,2014-01-18,2014,19,28.142857142857142,0
CHONTALES,2014-01-12,2014-01-18,2014,29,24.571428571428573,0.8
ESTELI,2014-01-12,2014-01-18,2014,7,21.82857142857143,0
GRANADA,2014-01-12,2014-01-18,2014,3,25.84285714285714,0
JINOTEGA,2014-01-12,2014-01-18,2014,18,19.17142857142857,0.4
LEON,2014-01-12,2014-01-18,2014,26,27.8,0
MADRIZ,2014-01-12,2014-01-18,2014,2,21.3,0.1
MANAGUA,2014-01-12,2014-01-18,2014,217,27.257142857142856,0
MASAYA,2014-01-12,2014-01-18,2014,13,25.17142857142857,0
MATAGALPA,2014-01-12,2014-01-18,2014,15,21.5,0.4
NUEVA SEGOVIA,2014-01-12,2014-01-18,2014,10,21.742857142857144,0.5
REGION AUTONOMA DEL ATLANTICO SUR,2014-01-12,2014-01-18,2014,4,24.442857142857143,14.4
RIO SAN JUAN,2014-01-12,2014-01-18,2014,1,24.7,16.2
RIVAS,2014-01-12,2014-01-18,2014,3,25.4,1.1
ZELAYA CENTRAL,2014-01-12,2014-01-18,2014,11,23.34285714285714,12.3
BILWI,2014-01-19,2014-01-25,2014,0,23.942857142857143,18.8
BOACO,2014-01-19,2014-01-25,2014,18,23.37142857142857,0.3
CARAZO,2014-01-19,2014-01-25,2014,21,23.928571428571427,0
CHINANDEGA,2014-01-19,2014-01-25,2014,42,28.814285714285713,0
CHONTALES,2014-01-19,2014-01-25,2014,37,24.614285714285714,0.9
ESTELI,2014-01-19,2014-01-25,2014,5,22.1,0
GRANADA,2014-01-19,2014-01-25,2014,4,25.928571428571427,0
JINOTEGA,2014-01-19,2014-01-25,2014,18,19.414285714285715,0.9
LEON,2014-01-19,2014-01-25,2014,34,28.37142857142857,0
MADRIZ,2014-01-19,2014-01-25,2014,4,21.742857142857144,0.2
MANAGUA,2014-01-19,2014-01-25,2014,201,27.414285714285715,0
MASAYA,2014-01-19,2014-01-25,2014,10,25.32857142857143,0
MATAGALPA,2014-01-19,2014-01-25,2014,19,21.785714285714285,0.9
NUEVA SEGOVIA,2014-01-19,2014-01-25,2014,9,22.228571428571428,0.1
REGION AUTONOMA DEL ATLANTICO SUR,2014-01-19,2014-01-25,2014,2,23.78571428571429,41.9
RIO SAN JUAN,2014-01-19,2014-01-25,2014,2,24.6,40.8
RIVAS,2014-01-19,2014-01-25,2014,3,25.442857142857143,0.7
ZELAYA CENTRAL,2014-01-19,2014-01-25,2014,9,23.071428571428573,19.4
BILWI,2014-01-26,2014-02-01,2014,1,24.65714285714286,8.6
BOACO,2014-01-26,2014-02-01,2014,18,23.5,0.1
CARAZO,2014-01-26,2014-02-01,2014,10,23.757142857142856,0
CHINANDEGA,2014-01-26,2014-02-01,2014,28,28.342857142857145,0
CHONTALES,2014-01-26,2014-02-01,2014,44,25.04285714285714,2.6
ESTELI,2014-01-26,2014-02-01,2014,5,22.214285714285715,0.4
GRANADA,2014-01-26,2014-02-01,2014,10,25.857142857142858,0
JINOTEGA,2014-01-26,2014-02-01,2014,17,19.685714285714287,1.3
LEON,2014-01-26,2014-02-01,2014,29,28.2,0
MADRIZ,2014-01-26,2014-02-01,2014,10,22.214285714285715,0.1
MANAGUA,2014-01-26,2014-02-01,2014,146,27.271428571428572,0
MASAYA,2014-01-26,2014-02-01,2014,12,25.242857142857144,0
MATAGALPA,2014-01-26,2014-02-01,2014,25,21.9,1.3
NUEVA SEGOVIA,2014-01-26,2014-02-01,2014,12,22.65714285714286,0.6000000000000001
REGION AUTONOMA DEL ATLANTICO SUR,2014-01-26,2014-02-01,2014,1,24.542857142857144,15.299999999999999
RIO SAN JUAN,2014-01-26,2014-02-01,2014,1,24.84285714285714,10.1
RIVAS,2014-01-26,2014-02-01,2014,8,25.485714285714284,0.30000000000000004
ZELAYA CENTRAL,2014-01-26,2014-02-01,2014,7,23.3,12.8
BILWI,2014-02-02,2014-02-08,2014,2,25.04285714285714,6
BOACO,2014-02-02,2014-02-08,2014,38,23.885714285714286,0
CARAZO,2014-02-02,2014-02-08,2014,3,24.142857142857142,0
CHINANDEGA,2014-02-02,2014-02-08,2014,26,28.185714285714287,0
CHONTALES,2014-02-02,2014-02-08,2014,35,25.47142857142857,0.9
ESTELI,2014-02-02,2014-02-08,2014,11,22.442857142857143,0
GRANADA,2014-02-02,2014-02-08,2014,4,26.185714285714287,0
JINOTEGA,2014-02-02,2014-02-08,2014,19,19.914285714285715,0.2
LEON,2014-02-02,2014-02-08,2014,28,28,0
MADRIZ,2014-02-02,2014-02-08,2014,6,22.542857142857144,0
MANAGUA,2014-02-02,2014-02-08,2014,156,27.7,0
MASAYA,2014-02-02,2014-02-08,2014,8,25.642857142857142,0
MATAGALPA,2014-02-02,2014-02-08,2014,39,22.114285714285714,0.2
NUEVA SEGOVIA,2014-02-02,2014-02-08,2014,18,22.928571428571427,0
REGION AUTONOMA DEL ATLANTICO SUR,2014-02-02,2014-02-08,2014,0,24.914285714285715,9.6
RIO SAN JUAN,2014-02-02,2014-02-08,2014,0,25.02857142857143,8.1
RIVAS,2014-02-02,2014-02-08,2014,10,25.8,0.3
ZELAYA CENTRAL,2014-02-02,2014-02-08,2014,14,23.642857142857142,8.4
BILWI,2014-02-09,2014-02-15,2014,3,25.285714285714285,9.3
BOACO,2014-02-09,2014-02-15,2014,28,24.3,2.6
CARAZO,2014-02-09,2014-02-15,2014,9,24.614285714285714,0.2
CHINANDEGA,2014-02-09,2014-02-15,2014,36,28.914285714285715,0.6
CHONTALES,2014-02-09,2014-02-15,2014,28,25.65714285714286,4
ESTELI,2014-02-09,2014-02-15,2014,18,23.214285714285715,0.9
GRANADA,2014-02-09,2014-02-15,2014,6,26.557142857142857,0.6
JINOTEGA,2014-02-09,2014-02-15,2014,6,20.67142857142857,2.5
LEON,2014-02-09,2014-02-15,2014,18,28.52857142857143,1.1
MADRIZ,2014-02-09,2014-02-15,2014,15,23.114285714285714,0.1
MANAGUA,2014-02-09,2014-02-15,2014,145,28.1,0.5
MASAYA,2014-02-09,2014-02-15,2014,10,26.02857142857143,0.6
MATAGALPA,2014-02-09,2014-02-15,2014,28,22.9,2.5
NUEVA SEGOVIA,2014-02-09,2014-02-15,2014,15,23.57142857142857,0.4
REGION AUTONOMA DEL ATLANTICO SUR,2014-02-09,2014-02-15,2014,3,24.914285714285715,17.7
RIO SAN JUAN,2014-02-09,2014-02-15,2014,1,25.442857142857143,19.7
RIVAS,2014-02-09,2014-02-15,2014,11,26.02857142857143,2.3000000000000003
ZELAYA CENTRAL,2014-02-09,2014-02-15,2014,14,24,19.6
BILWI,2014-02-16,2014-02-22,2014,6,25.271428571428572,11
BOACO,2014-02-16,2014-02-22,2014,20,23.87142857142857,1.3
CARAZO,2014-02-16,2014-02-22,2014,4,24.285714285714285,0.1
CHINANDEGA,2014-02-16,2014-02-22,2014,31,29.357142857142858,0
CHONTALES,2014-02-16,2014-02-22,2014,47,25.557142857142857,2.3
ESTELI,2014-02-16,2014-02-22,2014,15,22.728571428571428,0.7
GRANADA,2014-02-16,2014-02-22,2014,10,26.428571428571427,1.1
JINOTEGA,2014-02-16,2014-02-22,2014,9,20.15714285714286,3.1999999999999997
LEON,2014-02-16,2014-02-22,2014,14,28.67142857142857,0
MADRIZ,2014-02-16,2014-02-22,2014,24,22.54285714285714,0.30000000000000004
MANAGUA,2014-02-16,2014-02-22,2014,112,27.757142857142856,0
MASAYA,2014-02-16,2014-02-22,2014,5,25.814285714285713,1.1
MATAGALPA,2014-02-16,2014-02-22,2014,59,22.271428571428572,3.1999999999999997
NUEVA SEGOVIA,2014-02-16,2014-02-22,2014,12,22.985714285714284,2.0999999999999996
REGION AUTONOMA DEL ATLANTICO SUR,2014-02-16,2014-02-22,2014,1,24.928571428571427,14.9
RIO SAN JUAN,2014-02-16,2014-02-22,2014,0,25.314285714285713,13.2
RIVAS,2014-02-16,2014-02-22,2014,7,25.985714285714284,2.4
ZELAYA CENTRAL,2014-02-16,2014-02-22,2014,7,23.87142857142857,15.1
BILWI,2014-02-23,2014-03-01,2014,6,25.285714285714285,3.2
BOACO,2014-02-23,2014-03-01,2014,25,24.314285714285713,0
CARAZO,2014-02-23,2014-03-01,2014,2,24.65714285714286,0
CHINANDEGA,2014-02-23,2014-03-01,2014,27,28.642857142857142,0
CHONTALES,2014-02-23,2014-03-01,2014,56,25.785714285714285,0
ESTELI,2014-02-23,2014-03-01,2014,21,23.385714285714286,0
GRANADA,2014-02-23,2014-03-01,2014,5,26.514285714285716,0
JINOTEGA,2014-02-23,2014-03-01,2014,7,20.685714285714287,0.30000000000000004
LEON,2014-02-23,2014-03-01,2014,22,28.114285714285714,0
MADRIZ,2014-02-23,2014-03-01,2014,34,23.757142857142856,0
MANAGUA,2014-02-23,2014-03-01,2014,130,28.314285714285713,0
MASAYA,2014-02-23,2014-03-01,2014,4,26.02857142857143,0
MATAGALPA,2014-02-23,2014-03-01,2014,47,22.685714285714287,0.30000000000000004
NUEVA SEGOVIA,2014-02-23,2014-03-01,2014,4,24.15714285714286,0.30000000000000004
REGION AUTONOMA DEL ATLANTICO SUR,2014-02-23,2014-03-01,2014,0,25.114285714285714,5.6000000000000005
RIO SAN JUAN,2014-02-23,2014-03-01,2014,2,25.557142857142857,7
RIVAS,2014-02-23,2014-03-01,2014,6,26.257142857142856,1.6
ZELAYA CENTRAL,2014-02-23,2014-03-01,2014,14,23.97142857142857,6.4
BILWI,2014-03-02,2014-03-08,2014,14,25.57142857142857,6.8
BOACO,2014-03-02,2014-03-08,2014,19,25.057142857142857,1.1
CARAZO,2014-03-02,2014-03-08,2014,4,25.014285714285712,0
CHINANDEGA,2014-03-02,2014-03-08,2014,26,28.34285714285714,2.1
CHONTALES,2014-03-02,2014-03-08,2014,55,26.34285714285714,0.1
ESTELI,2014-03-02,2014-03-08,2014,15,23.84285714285714,2.2
GRANADA,2014-03-02,2014-03-08,2014,3,26.928571428571427,0.6000000000000001
JINOTEGA,2014-03-02,2014-03-08,2014,7,21.114285714285714,5.1
LEON,2014-03-02,2014-03-08,2014,16,27.82857142857143,1.7
MADRIZ,2014-03-02,2014-03-08,2014,25,23.97142857142857,4.1
MANAGUA,2014-03-02,2014-03-08,2014,143,28.685714285714287,0.3
MASAYA,2014-03-02,2014-03-08,2014,7,26.457142857142856,0.6000000000000001
MATAGALPA,2014-03-02,2014-03-08,2014,46,23.257142857142856,5.1
NUEVA SEGOVIA,2014-03-02,2014-03-08,2014,12,24.428571428571427,6.5
REGION AUTONOMA DEL ATLANTICO SUR,2014-03-02,2014-03-08,2014,0,25.4,6
RIO SAN JUAN,2014-03-02,2014-03-08,2014,1,25.82857142857143,7.1
RIVAS,2014-03-02,2014-03-08,2014,5,26.65714285714286,0.5
ZELAYA CENTRAL,2014-03-02,2014-03-08,2014,19,24.414285714285715,10.5
BILWI,2014-03-09,2014-03-15,2014,9,25.985714285714288,5.6
BOACO,2014-03-09,2014-03-15,2014,39,25.242857142857144,0
CARAZO,2014-03-09,2014-03-15,2014,9,25.242857142857144,0
CHINANDEGA,2014-03-09,2014-03-15,2014,16,28.84285714285714,0.2
CHONTALES,2014-03-09,2014-03-15,2014,48,26.614285714285714,0.4
ESTELI,2014-03-09,2014-03-15,2014,14,24.414285714285715,0.7
GRANADA,2014-03-09,2014-03-15,2014,3,27.17142857142857,0
JINOTEGA,2014-03-09,2014-03-15,2014,7,21.7,0.1
LEON,2014-03-09,2014-03-15,2014,17,28.32857142857143,0.9
MADRIZ,2014-03-09,2014-03-15,2014,29,24.714285714285715,0
MANAGUA,2014-03-09,2014-03-15,2014,130,28.928571428571427,0.4
MASAYA,2014-03-09,2014-03-15,2014,12,26.714285714285715,0
MATAGALPA,2014-03-09,2014-03-15,2014,76,23.7,0.1
NUEVA SEGOVIA,2014-03-09,2014-03-15,2014,13,25.228571428571428,0.2
REGION AUTONOMA DEL ATLANTICO SUR,2014-03-09,2014-03-15,2014,3,25.457142857142856,12.399999999999999
RIO SAN JUAN,2014-03-09,2014-03-15,2014,1,26.12857142857143,5
RIVAS,2014-03-09,2014-03-15,2014,8,26.914285714285715,1
ZELAYA CENTRAL,2014-03-09,2014-03-15,2014,20,24.571428571428573,10.2
BILWI,2014-03-16,2014-03-22,2014,8,26.442857142857143,2.5
BOACO,2014-03-16,2014-03-22,2014,31,25.599999999999998,0
CARAZO,2014-03-16,2014-03-22,2014,2,25.67142857142857,0
CHINANDEGA,2014-03-16,2014-03-22,2014,24,29.6,0.3
CHONTALES,2014-03-16,2014-03-22,2014,43,27.014285714285712,0
ESTELI,2014-03-16,2014-03-22,2014,13,24.62857142857143,0
GRANADA,2014-03-16,2014-03-22,2014,2,27.6,0
JINOTEGA,2014-03-16,2014-03-22,2014,8,21.928571428571427,0.2
LEON,2014-03-16,2014-03-22,2014,20,29.114285714285714,0.2
MADRIZ,2014-03-16,2014-03-22,2014,32,24.857142857142858,0.1
MANAGUA,2014-03-16,2014-03-22,2014,122,29.37142857142857,0
MASAYA,2014-03-16,2014-03-22,2014,12,27.142857142857142,0
MATAGALPA,2014-03-16,2014-03-22,2014,121,23.97142857142857,0.2
NUEVA SEGOVIA,2014-03-16,2014-03-22,2014,12,25.428571428571427,0.2
REGION AUTONOMA DEL ATLANTICO SUR,2014-03-16,2014-03-22,2014,1,26.057142857142857,2.9
RIO SAN JUAN,2014-03-16,2014-03-22,2014,2,26.45714285714286,8.5
RIVAS,2014-03-16,2014-03-22,2014,6,27.271428571428572,0.8999999999999999
ZELAYA CENTRAL,2014-03-16,2014-03-22,2014,12,25.214285714285715,6.800000000000001
BILWI,2014-03-23,2014-03-29,2014,3,26.757142857142856,4
BOACO,2014-03-23,2014-03-29,2014,25,25.757142857142856,0
CARAZO,2014-03-23,2014-03-29,2014,3,25.857142857142858,0
CHINANDEGA,2014-03-23,2014-03-29,2014,16,30.185714285714283,0
CHONTALES,2014-03-23,2014-03-29,2014,38,27.228571428571428,1.3
ESTELI,2014-03-23,2014-03-29,2014,10,24.82857142857143,0
GRANADA,2014-03-23,2014-03-29,2014,2,27.814285714285713,0
JINOTEGA,2014-03-23,2014-03-29,2014,5,22.17142857142857,0
LEON,2014-03-23,2014-03-29,2014,18,29.514285714285716,0.8
MADRIZ,2014-03-23,2014-03-29,2014,29,25.057142857142857,0
MANAGUA,2014-03-23,2014-03-29,2014,106,29.542857142857144,0
MASAYA,2014-03-23,2014-03-29,2014,11,27.357142857142858,0
MATAGALPA,2014-03-23,2014-03-29,2014,119,24.185714285714287,0
NUEVA SEGOVIA,2014-03-23,2014-03-29,2014,17,25.557142857142857,0.2
REGION AUTONOMA DEL ATLANTICO SUR,2014-03-23,2014-03-29,2014,6,26.085714285714285,7.2
RIO SAN JUAN,2014-03-23,2014-03-29,2014,0,26.5,11.9
RIVAS,2014-03-23,2014-03-29,2014,6,27.3,2.1
ZELAYA CENTRAL,2014-03-23,2014-03-29,2014,10,25.385714285714286,9.2
BILWI,2014-03-30,2014-04-05,2014,1,26.957142857142856,4.2
BOACO,2014-03-30,2014-04-05,2014,24,25.942857142857143,0.2
CARAZO,2014-03-30,2014-04-05,2014,5,25.914285714285715,0.2
CHINANDEGA,2014-03-30,2014-04-05,2014,27,30.34285714285714,0.3
CHONTALES,2014-03-30,2014-04-05,2014,47,27.385714285714286,2.1
ESTELI,2014-03-30,2014-04-05,2014,11,25.271428571428572,0
GRANADA,2014-03-30,2014-04-05,2014,3,27.857142857142858,0.6
JINOTEGA,2014-03-30,2014-04-05,2014,9,22.514285714285712,0
LEON,2014-03-30,2014-04-05,2014,22,29.942857142857143,0.6000000000000001
MADRIZ,2014-03-30,2014-04-05,2014,21,25.6,0
MANAGUA,2014-03-30,2014-04-05,2014,85,29.614285714285714,0
MASAYA,2014-03-30,2014-04-05,2014,10,27.414285714285715,0.6
MATAGALPA,2014-03-30,2014-04-05,2014,95,24.442857142857143,0
NUEVA SEGOVIA,2014-03-30,2014-04-05,2014,23,26.057142857142857,0
REGION AUTONOMA DEL ATLANTICO SUR,2014-03-30,2014-04-05,2014,6,26.185714285714287,6.8
RIO SAN JUAN,2014-03-30,2014-04-05,2014,0,26.8,1.4
RIVAS,2014-03-30,2014-04-05,2014,5,27.414285714285715,5.7
ZELAYA CENTRAL,2014-03-30,2014-04-05,2014,11,25.485714285714284,11.200000000000001
BILWI,2014-04-06,2014-04-12,2014,6,26.514285714285712,18.5
BOACO,2014-04-06,2014-04-12,2014,23,26.54285714285714,0
CARAZO,2014-04-06,2014-04-12,2014,5,26.52857142857143,0.1
CHINANDEGA,2014-04-06,2014-04-12,2014,10,30.485714285714284,0.3
CHONTALES,2014-04-06,2014-04-12,2014,58,27.7,0
ESTELI,2014-04-06,2014-04-12,2014,11,25.228571428571428,0.1
GRANADA,2014-04-06,2014-04-12,2014,2,28.314285714285713,0.5
JINOTEGA,2014-04-06,2014-04-12,2014,14,22.814285714285713,0
LEON,2014-04-06,2014-04-12,2014,12,29.771428571428572,0.5
MADRIZ,2014-04-06,2014-04-12,2014,18,25.714285714285715,0.4
MANAGUA,2014-04-06,2014-04-12,2014,78,30.257142857142856,0
MASAYA,2014-04-06,2014-04-12,2014,14,27.957142857142856,0.5
MATAGALPA,2014-04-06,2014-04-12,2014,37,24.84285714285714,0
NUEVA SEGOVIA,2014-04-06,2014-04-12,2014,20,26.228571428571428,0.8
REGION AUTONOMA DEL ATLANTICO SUR,2014-04-06,2014-04-12,2014,3,26.32857142857143,13.5
RIO SAN JUAN,2014-04-06,2014-04-12,2014,0,26.757142857142856,27.099999999999998
RIVAS,2014-04-06,2014-04-12,2014,2,27.814285714285713,1.2
ZELAYA CENTRAL,2014-04-06,2014-04-12,2014,18,25.857142857142858,6.6000000000000005
BILWI,2014-04-13,2014-04-19,2014,1,26.728571428571428,6.4
BOACO,2014-04-13,2014-04-19,2014,1,26.071428571428573,3.6
CARAZO,2014-04-13,2014-04-19,2014,2,26.042857142857144,0.2
CHINANDEGA,2014-04-13,2014-04-19,2014,2,29.814285714285713,0.1
CHONTALES,2014-04-13,2014-04-19,2014,32,27.571428571428573,0.7
ESTELI,2014-04-13,2014-04-19,2014,9,25.32857142857143,1.7
GRANADA,2014-04-13,2014-04-19,2014,0,28,1.1
JINOTEGA,2014-04-13,2014-04-19,2014,7,22.642857142857142,4
LEON,2014-04-13,2014-04-19,2014,8,29.52857142857143,1.6
MADRIZ,2014-04-13,2014-04-19,2014,16,25.914285714285715,0.30000000000000004
MANAGUA,2014-04-13,2014-04-19,2014,65,29.685714285714287,0.1
MASAYA,2014-04-13,2014-04-19,2014,5,27.542857142857144,1.1
MATAGALPA,2014-04-13,2014-04-19,2014,21,24.585714285714285,4
NUEVA SEGOVIA,2014-04-13,2014-04-19,2014,27,26.37142857142857,1.5
REGION AUTONOMA DEL ATLANTICO SUR,2014-04-13,2014-04-19,2014,0,26.4,6.6
RIO SAN JUAN,2014-04-13,2014-04-19,2014,0,26.642857142857142,12.1
RIVAS,2014-04-13,2014-04-19,2014,1,27.585714285714285,2.4
ZELAYA CENTRAL,2014-04-13,2014-04-19,2014,3,25.757142857142856,9.4
BILWI,2014-04-20,2014-04-26,2014,3,27.542857142857144,1.5
BOACO,2014-04-20,2014-04-26,2014,17,27.2,0.4
CARAZO,2014-04-20,2014-04-26,2014,2,26.728571428571428,0.1
CHINANDEGA,2014-04-20,2014-04-26,2014,7,29.82857142857143,1.2
CHONTALES,2014-04-20,2014-04-26,2014,60,28.15714285714286,3.6
ESTELI,2014-04-20,2014-04-26,2014,11,26.642857142857142,0.3
GRANADA,2014-04-20,2014-04-26,2014,2,28.571428571428573,0.8
JINOTEGA,2014-04-20,2014-04-26,2014,10,24.057142857142857,0
LEON,2014-04-20,2014-04-26,2014,8,29.285714285714285,1.5
MADRIZ,2014-04-20,2014-04-26,2014,28,27.12857142857143,0.4
MANAGUA,2014-04-20,2014-04-26,2014,147,30.557142857142857,0.4
MASAYA,2014-04-20,2014-04-26,2014,8,28.214285714285715,0.8
MATAGALPA,2014-04-20,2014-04-26,2014,49,25.95714285714286,0
NUEVA SEGOVIA,2014-04-20,2014-04-26,2014,42,27.542857142857144,0
REGION AUTONOMA DEL ATLANTICO SUR,2014-04-20,2014-04-26,2014,3,26.67142857142857,11.4
RIO SAN JUAN,2014-04-20,2014-04-26,2014,0,27.02857142857143,10.7
RIVAS,2014-04-20,2014-04-26,2014,5,28.02857142857143,1.8
ZELAYA CENTRAL,2014-04-20,2014-04-26,2014,7,26.15714285714286,11.2
BILWI,2014-04-27,2014-05-03,2014,4,27.4,7.9
BOACO,2014-04-27,2014-05-03,2014,18,27.17142857142857,8.3
CARAZO,2014-04-27,2014-05-03,2014,1,26.47142857142857,9.9
CHINANDEGA,2014-04-27,2014-05-03,2014,7,28.585714285714285,69.7
CHONTALES,2014-04-27,2014-05-03,2014,36,28.214285714285715,5.1000000000000005
ESTELI,2014-04-27,2014-05-03,2014,8,25.942857142857143,9.9
GRANADA,2014-04-27,2014-05-03,2014,1,28.28571428571429,11.4
JINOTEGA,2014-04-27,2014-05-03,2014,6,24.042857142857144,7
LEON,2014-04-27,2014-05-03,2014,15,28.142857142857142,39.199999999999996
MADRIZ,2014-04-27,2014-05-03,2014,30,26.271428571428572,23.7
MANAGUA,2014-04-27,2014-05-03,2014,135,30.114285714285714,5.7
MASAYA,2014-04-27,2014-05-03,2014,7,27.857142857142858,11.4
MATAGALPA,2014-04-27,2014-05-03,2014,40,25.84285714285714,7
NUEVA SEGOVIA,2014-04-27,2014-05-03,2014,33,27.242857142857144,22.1
REGION AUTONOMA DEL ATLANTICO SUR,2014-04-27,2014-05-03,2014,3,26.62857142857143,15.4
RIO SAN JUAN,2014-04-27,2014-05-03,2014,1,27.071428571428573,11.4
RIVAS,2014-04-27,2014-05-03,2014,4,28.12857142857143,10.3
ZELAYA CENTRAL,2014-04-27,2014-05-03,2014,8,26.314285714285713,12.3
BILWI,2014-05-04,2014-05-10,2014,3,27.142857142857142,9
BOACO,2014-05-04,2014-05-10,2014,12,26.885714285714286,13.7
CARAZO,2014-05-04,2014-05-10,2014,0,25.785714285714285,18
CHINANDEGA,2014-05-04,2014-05-10,2014,2,27.885714285714286,80.5
CHONTALES,2014-05-04,2014-05-10,2014,30,27.9,9.5
ESTELI,2014-05-04,2014-05-10,2014,10,24.7,41.2
GRANADA,2014-05-04,2014-05-10,2014,4,27.857142857142858,23.3
JINOTEGA,2014-05-04,2014-05-10,2014,16,23.2,25.599999999999998
LEON,2014-05-04,2014-05-10,2014,14,27.514285714285712,92
MADRIZ,2014-05-04,2014-05-10,2014,19,24.728571428571428,44.4
MANAGUA,2014-05-04,2014-05-10,2014,123,29.400000000000002,14.4
MASAYA,2014-05-04,2014-05-10,2014,5,27.34285714285714,23.3
MATAGALPA,2014-05-04,2014-05-10,2014,49,25.17142857142857,25.599999999999998
NUEVA SEGOVIA,2014-05-04,2014-05-10,2014,30,25.557142857142857,44.8
REGION AUTONOMA DEL ATLANTICO SUR,2014-05-04,2014-05-10,2014,6,26.6,15.4
RIO SAN JUAN,2014-05-04,2014-05-10,2014,1,26.857142857142858,26
RIVAS,2014-05-04,2014-05-10,2014,9,27.914285714285715,17
ZELAYA CENTRAL,2014-05-04,2014-05-10,2014,13,26.2,8
BILWI,2014-05-11,2014-05-17,2014,2,27.17142857142857,13.3
BOACO,2014-05-11,2014-05-17,2014,21,26.814285714285713,4.1
CARAZO,2014-05-11,2014-05-17,2014,0,26,3.1
CHINANDEGA,2014-05-11,2014-05-17,2014,6,28.857142857142858,7.8999999999999995
CHONTALES,2014-05-11,2014-05-17,2014,59,28.15714285714286,5.7
ESTELI,2014-05-11,2014-05-17,2014,13,24.92857142857143,1.6
GRANADA,2014-05-11,2014-05-17,2014,3,28.15714285714286,6.3
JINOTEGA,2014-05-11,2014-05-17,2014,15,22.914285714285715,3.4
LEON,2014-05-11,2014-05-17,2014,14,28.428571428571427,22.8
MADRIZ,2014-05-11,2014-05-17,2014,36,25.228571428571428,0.7999999999999999
MANAGUA,2014-05-11,2014-05-17,2014,165,29.542857142857144,2
MASAYA,2014-05-11,2014-05-17,2014,11,27.557142857142857,6.3
MATAGALPA,2014-05-11,2014-05-17,2014,51,24.914285714285715,3.4
NUEVA SEGOVIA,2014-05-11,2014-05-17,2014,23,25.914285714285715,3.9
REGION AUTONOMA DEL ATLANTICO SUR,2014-05-11,2014-05-17,2014,7,26.614285714285714,37.6
RIO SAN JUAN,2014-05-11,2014-05-17,2014,1,26.871428571428574,22.1
RIVAS,2014-05-11,2014-05-17,2014,7,28.1,5.5
ZELAYA CENTRAL,2014-05-11,2014-05-17,2014,11,26.2,24.5
BILWI,2014-05-18,2014-05-24,2014,0,26.685714285714287,33.7
BOACO,2014-05-18,2014-05-24,2014,43,26.542857142857144,16
CARAZO,2014-05-18,2014-05-24,2014,3,26.085714285714285,8
CHINANDEGA,2014-05-18,2014-05-24,2014,4,28.771428571428572,31.4
CHONTALES,2014-05-18,2014-05-24,2014,40,27.885714285714286,9.6
ESTELI,2014-05-18,2014-05-24,2014,14,24.885714285714286,22.099999999999998
GRANADA,2014-05-18,2014-05-24,2014,2,28.185714285714287,19.8
JINOTEGA,2014-05-18,2014-05-24,2014,19,22.728571428571428,19
LEON,2014-05-18,2014-05-24,2014,27,28.385714285714286,61.7
MADRIZ,2014-05-18,2014-05-24,2014,21,24.5,22.2
MANAGUA,2014-05-18,2014-05-24,2014,137,29.65714285714286,7.8999999999999995
MASAYA,2014-05-18,2014-05-24,2014,9,27.585714285714285,19.8
MATAGALPA,2014-05-18,2014-05-24,2014,69,24.857142857142858,19
NUEVA SEGOVIA,2014-05-18,2014-05-24,2014,33,25.04285714285714,33.5
REGION AUTONOMA DEL ATLANTICO SUR,2014-05-18,2014-05-24,2014,14,26.414285714285715,32.9
RIO SAN JUAN,2014-05-18,2014-05-24,2014,2,26.885714285714286,22.3
RIVAS,2014-05-18,2014-05-24,2014,13,27.95714285714286,13.700000000000001
ZELAYA CENTRAL,2014-05-18,2014-05-24,2014,14,25.685714285714287,28.1
