adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
NICARAGUA,GRANADA,NA,"NICARAGUA, GRANADA",NIC,2192,NI-GR,NA,2006-04-23,2006-04-29,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,JINOTEGA,NA,"NICARAGUA, JINOTEGA",NIC,2193,NI-JI,NA,2006-04-23,2006-04-29,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,LEON,NA,"NICARAGUA, LEON",NIC,2194,NI-LE,NA,2006-04-23,2006-04-29,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,MADRIZ,NA,"NICARAGUA, MADRIZ",NIC,2195,NI-MD,NA,2006-04-23,2006-04-29,2006,8,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,MANAGUA,NA,"NICARAGUA, MANAGUA",NIC,2196,NI-MN,NA,2006-04-23,2006-04-29,2006,14,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,MASAYA,NA,"NICARAGUA, MASAYA",NIC,2197,NI-MS,NA,2006-04-23,2006-04-29,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,MATAGALPA,NA,"NICARAGUA, MATAGALPA",NIC,2198,NI-MT,NA,2006-04-23,2006-04-29,2006,51,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,NUEVA SEGOVIA,NA,"NICARAGUA, NUEVA SEGOVIA",NIC,2199,NI-NS,NA,2006-04-23,2006-04-29,2006,16,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,REGION AUTONOMA DEL ATLANTICO SUR,NA,"NICARAGUA, REGION AUTONOMA DEL ATLANTICO SUR",NIC,2186,NI-AS,NA,2006-04-23,2006-04-29,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,RIO SAN JUAN,NA,"NICARAGUA, RIO SAN JUAN",NIC,2200,NI-SJ,NA,2006-04-23,2006-04-29,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,RIVAS,NA,"NICARAGUA, RIVAS",NIC,2201,NI-RI,NA,2006-04-23,2006-04-29,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,ZELAYA CENTRAL,NA,"NICARAGUA, ZELAYA CENTRAL",NIC,2186,NI-AS,NA,2006-04-23,2006-04-29,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-17,PAHO
NICARAGUA,BILWI,NA,"NICARAGUA, BILWI",NIC,2185,NI-AN,NA,2006-04-30,2006-05-06,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,BOACO,NA,"NICARAGUA, BOACO",NIC,2187,NI-BO,NA,2006-04-30,2006-05-06,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,CARAZO,NA,"NICARAGUA, CARAZO",NIC,2188,NI-CA,NA,2006-04-30,2006-05-06,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,CHINANDEGA,NA,"NICARAGUA, CHINANDEGA",NIC,2189,NI-CI,NA,2006-04-30,2006-05-06,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,CHONTALES,NA,"NICARAGUA, CHONTALES",NIC,2190,NI-CO,NA,2006-04-30,2006-05-06,2006,4,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,ESTELI,NA,"NICARAGUA, ESTELI",NIC,2191,NI-ES,NA,2006-04-30,2006-05-06,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,GRANADA,NA,"NICARAGUA, GRANADA",NIC,2192,NI-GR,NA,2006-04-30,2006-05-06,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,JINOTEGA,NA,"NICARAGUA, JINOTEGA",NIC,2193,NI-JI,NA,2006-04-30,2006-05-06,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,LEON,NA,"NICARAGUA, LEON",NIC,2194,NI-LE,NA,2006-04-30,2006-05-06,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,MADRIZ,NA,"NICARAGUA, MADRIZ",NIC,2195,NI-MD,NA,2006-04-30,2006-05-06,2006,5,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,MANAGUA,NA,"NICARAGUA, MANAGUA",NIC,2196,NI-MN,NA,2006-04-30,2006-05-06,2006,18,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,MASAYA,NA,"NICARAGUA, MASAYA",NIC,2197,NI-MS,NA,2006-04-30,2006-05-06,2006,4,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,MATAGALPA,NA,"NICARAGUA, MATAGALPA",NIC,2198,NI-MT,NA,2006-04-30,2006-05-06,2006,11,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,NUEVA SEGOVIA,NA,"NICARAGUA, NUEVA SEGOVIA",NIC,2199,NI-NS,NA,2006-04-30,2006-05-06,2006,14,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,REGION AUTONOMA DEL ATLANTICO SUR,NA,"NICARAGUA, REGION AUTONOMA DEL ATLANTICO SUR",NIC,2186,NI-AS,NA,2006-04-30,2006-05-06,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,RIO SAN JUAN,NA,"NICARAGUA, RIO SAN JUAN",NIC,2200,NI-SJ,NA,2006-04-30,2006-05-06,2006,4,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,RIVAS,NA,"NICARAGUA, RIVAS",NIC,2201,NI-RI,NA,2006-04-30,2006-05-06,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,ZELAYA CENTRAL,NA,"NICARAGUA, ZELAYA CENTRAL",NIC,2186,NI-AS,NA,2006-04-30,2006-05-06,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-18,PAHO
NICARAGUA,BILWI,NA,"NICARAGUA, BILWI",NIC,2185,NI-AN,NA,2006-05-07,2006-05-13,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,BOACO,NA,"NICARAGUA, BOACO",NIC,2187,NI-BO,NA,2006-05-07,2006-05-13,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,CARAZO,NA,"NICARAGUA, CARAZO",NIC,2188,NI-CA,NA,2006-05-07,2006-05-13,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,CHINANDEGA,NA,"NICARAGUA, CHINANDEGA",NIC,2189,NI-CI,NA,2006-05-07,2006-05-13,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,CHONTALES,NA,"NICARAGUA, CHONTALES",NIC,2190,NI-CO,NA,2006-05-07,2006-05-13,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,ESTELI,NA,"NICARAGUA, ESTELI",NIC,2191,NI-ES,NA,2006-05-07,2006-05-13,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,GRANADA,NA,"NICARAGUA, GRANADA",NIC,2192,NI-GR,NA,2006-05-07,2006-05-13,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,JINOTEGA,NA,"NICARAGUA, JINOTEGA",NIC,2193,NI-JI,NA,2006-05-07,2006-05-13,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,LEON,NA,"NICARAGUA, LEON",NIC,2194,NI-LE,NA,2006-05-07,2006-05-13,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,MADRIZ,NA,"NICARAGUA, MADRIZ",NIC,2195,NI-MD,NA,2006-05-07,2006-05-13,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,MANAGUA,NA,"NICARAGUA, MANAGUA",NIC,2196,NI-MN,NA,2006-05-07,2006-05-13,2006,15,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,MASAYA,NA,"NICARAGUA, MASAYA",NIC,2197,NI-MS,NA,2006-05-07,2006-05-13,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,MATAGALPA,NA,"NICARAGUA, MATAGALPA",NIC,2198,NI-MT,NA,2006-05-07,2006-05-13,2006,48,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,NUEVA SEGOVIA,NA,"NICARAGUA, NUEVA SEGOVIA",NIC,2199,NI-NS,NA,2006-05-07,2006-05-13,2006,12,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,REGION AUTONOMA DEL ATLANTICO SUR,NA,"NICARAGUA, REGION AUTONOMA DEL ATLANTICO SUR",NIC,2186,NI-AS,NA,2006-05-07,2006-05-13,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,RIO SAN JUAN,NA,"NICARAGUA, RIO SAN JUAN",NIC,2200,NI-SJ,NA,2006-05-07,2006-05-13,2006,4,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,RIVAS,NA,"NICARAGUA, RIVAS",NIC,2201,NI-RI,NA,2006-05-07,2006-05-13,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,ZELAYA CENTRAL,NA,"NICARAGUA, ZELAYA CENTRAL",NIC,2186,NI-AS,NA,2006-05-07,2006-05-13,2006,4,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-19,PAHO
NICARAGUA,BILWI,NA,"NICARAGUA, BILWI",NIC,2185,NI-AN,NA,2006-05-14,2006-05-20,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,BOACO,NA,"NICARAGUA, BOACO",NIC,2187,NI-BO,NA,2006-05-14,2006-05-20,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,CARAZO,NA,"NICARAGUA, CARAZO",NIC,2188,NI-CA,NA,2006-05-14,2006-05-20,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,CHINANDEGA,NA,"NICARAGUA, CHINANDEGA",NIC,2189,NI-CI,NA,2006-05-14,2006-05-20,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,CHONTALES,NA,"NICARAGUA, CHONTALES",NIC,2190,NI-CO,NA,2006-05-14,2006-05-20,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,ESTELI,NA,"NICARAGUA, ESTELI",NIC,2191,NI-ES,NA,2006-05-14,2006-05-20,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,GRANADA,NA,"NICARAGUA, GRANADA",NIC,2192,NI-GR,NA,2006-05-14,2006-05-20,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,JINOTEGA,NA,"NICARAGUA, JINOTEGA",NIC,2193,NI-JI,NA,2006-05-14,2006-05-20,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,LEON,NA,"NICARAGUA, LEON",NIC,2194,NI-LE,NA,2006-05-14,2006-05-20,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,MADRIZ,NA,"NICARAGUA, MADRIZ",NIC,2195,NI-MD,NA,2006-05-14,2006-05-20,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,MANAGUA,NA,"NICARAGUA, MANAGUA",NIC,2196,NI-MN,NA,2006-05-14,2006-05-20,2006,29,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,MASAYA,NA,"NICARAGUA, MASAYA",NIC,2197,NI-MS,NA,2006-05-14,2006-05-20,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,MATAGALPA,NA,"NICARAGUA, MATAGALPA",NIC,2198,NI-MT,NA,2006-05-14,2006-05-20,2006,25,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,NUEVA SEGOVIA,NA,"NICARAGUA, NUEVA SEGOVIA",NIC,2199,NI-NS,NA,2006-05-14,2006-05-20,2006,6,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,REGION AUTONOMA DEL ATLANTICO SUR,NA,"NICARAGUA, REGION AUTONOMA DEL ATLANTICO SUR",NIC,2186,NI-AS,NA,2006-05-14,2006-05-20,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,RIO SAN JUAN,NA,"NICARAGUA, RIO SAN JUAN",NIC,2200,NI-SJ,NA,2006-05-14,2006-05-20,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,RIVAS,NA,"NICARAGUA, RIVAS",NIC,2201,NI-RI,NA,2006-05-14,2006-05-20,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,ZELAYA CENTRAL,NA,"NICARAGUA, ZELAYA CENTRAL",NIC,2186,NI-AS,NA,2006-05-14,2006-05-20,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-20,PAHO
NICARAGUA,BILWI,NA,"NICARAGUA, BILWI",NIC,2185,NI-AN,NA,2006-05-21,2006-05-27,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,BOACO,NA,"NICARAGUA, BOACO",NIC,2187,NI-BO,NA,2006-05-21,2006-05-27,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,CARAZO,NA,"NICARAGUA, CARAZO",NIC,2188,NI-CA,NA,2006-05-21,2006-05-27,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,CHINANDEGA,NA,"NICARAGUA, CHINANDEGA",NIC,2189,NI-CI,NA,2006-05-21,2006-05-27,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,CHONTALES,NA,"NICARAGUA, CHONTALES",NIC,2190,NI-CO,NA,2006-05-21,2006-05-27,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,ESTELI,NA,"NICARAGUA, ESTELI",NIC,2191,NI-ES,NA,2006-05-21,2006-05-27,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,GRANADA,NA,"NICARAGUA, GRANADA",NIC,2192,NI-GR,NA,2006-05-21,2006-05-27,2006,6,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,JINOTEGA,NA,"NICARAGUA, JINOTEGA",NIC,2193,NI-JI,NA,2006-05-21,2006-05-27,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,LEON,NA,"NICARAGUA, LEON",NIC,2194,NI-LE,NA,2006-05-21,2006-05-27,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,MADRIZ,NA,"NICARAGUA, MADRIZ",NIC,2195,NI-MD,NA,2006-05-21,2006-05-27,2006,6,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,MANAGUA,NA,"NICARAGUA, MANAGUA",NIC,2196,NI-MN,NA,2006-05-21,2006-05-27,2006,39,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,MASAYA,NA,"NICARAGUA, MASAYA",NIC,2197,NI-MS,NA,2006-05-21,2006-05-27,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,MATAGALPA,NA,"NICARAGUA, MATAGALPA",NIC,2198,NI-MT,NA,2006-05-21,2006-05-27,2006,15,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,NUEVA SEGOVIA,NA,"NICARAGUA, NUEVA SEGOVIA",NIC,2199,NI-NS,NA,2006-05-21,2006-05-27,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,REGION AUTONOMA DEL ATLANTICO SUR,NA,"NICARAGUA, REGION AUTONOMA DEL ATLANTICO SUR",NIC,2186,NI-AS,NA,2006-05-21,2006-05-27,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,RIO SAN JUAN,NA,"NICARAGUA, RIO SAN JUAN",NIC,2200,NI-SJ,NA,2006-05-21,2006-05-27,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,RIVAS,NA,"NICARAGUA, RIVAS",NIC,2201,NI-RI,NA,2006-05-21,2006-05-27,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,ZELAYA CENTRAL,NA,"NICARAGUA, ZELAYA CENTRAL",NIC,2186,NI-AS,NA,2006-05-21,2006-05-27,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-21,PAHO
NICARAGUA,BILWI,NA,"NICARAGUA, BILWI",NIC,2185,NI-AN,NA,2006-05-28,2006-06-03,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,BOACO,NA,"NICARAGUA, BOACO",NIC,2187,NI-BO,NA,2006-05-28,2006-06-03,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,CARAZO,NA,"NICARAGUA, CARAZO",NIC,2188,NI-CA,NA,2006-05-28,2006-06-03,2006,4,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,CHINANDEGA,NA,"NICARAGUA, CHINANDEGA",NIC,2189,NI-CI,NA,2006-05-28,2006-06-03,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,CHONTALES,NA,"NICARAGUA, CHONTALES",NIC,2190,NI-CO,NA,2006-05-28,2006-06-03,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,ESTELI,NA,"NICARAGUA, ESTELI",NIC,2191,NI-ES,NA,2006-05-28,2006-06-03,2006,10,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,GRANADA,NA,"NICARAGUA, GRANADA",NIC,2192,NI-GR,NA,2006-05-28,2006-06-03,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,JINOTEGA,NA,"NICARAGUA, JINOTEGA",NIC,2193,NI-JI,NA,2006-05-28,2006-06-03,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,LEON,NA,"NICARAGUA, LEON",NIC,2194,NI-LE,NA,2006-05-28,2006-06-03,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,MADRIZ,NA,"NICARAGUA, MADRIZ",NIC,2195,NI-MD,NA,2006-05-28,2006-06-03,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,MANAGUA,NA,"NICARAGUA, MANAGUA",NIC,2196,NI-MN,NA,2006-05-28,2006-06-03,2006,25,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,MASAYA,NA,"NICARAGUA, MASAYA",NIC,2197,NI-MS,NA,2006-05-28,2006-06-03,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,MATAGALPA,NA,"NICARAGUA, MATAGALPA",NIC,2198,NI-MT,NA,2006-05-28,2006-06-03,2006,20,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,NUEVA SEGOVIA,NA,"NICARAGUA, NUEVA SEGOVIA",NIC,2199,NI-NS,NA,2006-05-28,2006-06-03,2006,11,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,REGION AUTONOMA DEL ATLANTICO SUR,NA,"NICARAGUA, REGION AUTONOMA DEL ATLANTICO SUR",NIC,2186,NI-AS,NA,2006-05-28,2006-06-03,2006,5,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,RIO SAN JUAN,NA,"NICARAGUA, RIO SAN JUAN",NIC,2200,NI-SJ,NA,2006-05-28,2006-06-03,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,RIVAS,NA,"NICARAGUA, RIVAS",NIC,2201,NI-RI,NA,2006-05-28,2006-06-03,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,ZELAYA CENTRAL,NA,"NICARAGUA, ZELAYA CENTRAL",NIC,2186,NI-AS,NA,2006-05-28,2006-06-03,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-22,PAHO
NICARAGUA,BILWI,NA,"NICARAGUA, BILWI",NIC,2185,NI-AN,NA,2006-06-04,2006-06-10,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,BOACO,NA,"NICARAGUA, BOACO",NIC,2187,NI-BO,NA,2006-06-04,2006-06-10,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,CARAZO,NA,"NICARAGUA, CARAZO",NIC,2188,NI-CA,NA,2006-06-04,2006-06-10,2006,9,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,CHINANDEGA,NA,"NICARAGUA, CHINANDEGA",NIC,2189,NI-CI,NA,2006-06-04,2006-06-10,2006,6,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,CHONTALES,NA,"NICARAGUA, CHONTALES",NIC,2190,NI-CO,NA,2006-06-04,2006-06-10,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,ESTELI,NA,"NICARAGUA, ESTELI",NIC,2191,NI-ES,NA,2006-06-04,2006-06-10,2006,9,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,GRANADA,NA,"NICARAGUA, GRANADA",NIC,2192,NI-GR,NA,2006-06-04,2006-06-10,2006,2,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,JINOTEGA,NA,"NICARAGUA, JINOTEGA",NIC,2193,NI-JI,NA,2006-06-04,2006-06-10,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,LEON,NA,"NICARAGUA, LEON",NIC,2194,NI-LE,NA,2006-06-04,2006-06-10,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,MADRIZ,NA,"NICARAGUA, MADRIZ",NIC,2195,NI-MD,NA,2006-06-04,2006-06-10,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,MANAGUA,NA,"NICARAGUA, MANAGUA",NIC,2196,NI-MN,NA,2006-06-04,2006-06-10,2006,42,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,MASAYA,NA,"NICARAGUA, MASAYA",NIC,2197,NI-MS,NA,2006-06-04,2006-06-10,2006,13,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,MATAGALPA,NA,"NICARAGUA, MATAGALPA",NIC,2198,NI-MT,NA,2006-06-04,2006-06-10,2006,20,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,NUEVA SEGOVIA,NA,"NICARAGUA, NUEVA SEGOVIA",NIC,2199,NI-NS,NA,2006-06-04,2006-06-10,2006,16,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,REGION AUTONOMA DEL ATLANTICO SUR,NA,"NICARAGUA, REGION AUTONOMA DEL ATLANTICO SUR",NIC,2186,NI-AS,NA,2006-06-04,2006-06-10,2006,11,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,RIO SAN JUAN,NA,"NICARAGUA, RIO SAN JUAN",NIC,2200,NI-SJ,NA,2006-06-04,2006-06-10,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,RIVAS,NA,"NICARAGUA, RIVAS",NIC,2201,NI-RI,NA,2006-06-04,2006-06-10,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,ZELAYA CENTRAL,NA,"NICARAGUA, ZELAYA CENTRAL",NIC,2186,NI-AS,NA,2006-06-04,2006-06-10,2006,0,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-23,PAHO
NICARAGUA,BILWI,NA,"NICARAGUA, BILWI",NIC,2185,NI-AN,NA,2006-06-11,2006-06-17,2006,3,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-24,PAHO
NICARAGUA,BOACO,NA,"NICARAGUA, BOACO",NIC,2187,NI-BO,NA,2006-06-11,2006-06-17,2006,1,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-24,PAHO
NICARAGUA,CARAZO,NA,"NICARAGUA, CARAZO",NIC,2188,NI-CA,NA,2006-06-11,2006-06-17,2006,21,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-24,PAHO
NICARAGUA,CHINANDEGA,NA,"NICARAGUA, CHINANDEGA",NIC,2189,NI-CI,NA,2006-06-11,2006-06-17,2006,7,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-24,PAHO
NICARAGUA,CHONTALES,NA,"NICARAGUA, CHONTALES",NIC,2190,NI-CO,NA,2006-06-11,2006-06-17,2006,7,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-24,PAHO
NICARAGUA,ESTELI,NA,"NICARAGUA, ESTELI",NIC,2191,NI-ES,NA,2006-06-11,2006-06-17,2006,8,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-24,PAHO
NICARAGUA,GRANADA,NA,"NICARAGUA, GRANADA",NIC,2192,NI-GR,NA,2006-06-11,2006-06-17,2006,10,Total,Admin1,Week,WHOPAHO-NIC-20042022-W01-24,PAHO
